	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	domain_length	avg_phastCons	avg_maf	avg_hindex	avg_positve_cnt	avg_clinvar	avg_protein_len	avg_solvent_acc
ECH_1	0.00112992723007	0.861854615702	0.370517928287	0.0876494023904	0.0159362549801	0.0	0.0	0.0	0.0	0.000969719607383	0.976616156691	1.0	0.96812749004	0.195219123506	0.0	0.0	0.0	0.0	0.0048166802153	0.870327799717	0.668449197861	0.176470588235	0.0641711229947	0.0	0.0	0.0	0.0	0.0109540950507	0.966687155462	1.0	1.0	0.474103585657	0.0	0.0	0.0	0.0	0.141939908266	0.68228054309	0.729166666667	0.493055555556	0.25	0.0694444444444	0.0486111111111	0.0347222222222	0.0277777777778	251.0	0.828113829091	0.000230378461528	-0.0112868879291	1.96812749004	0.0159362549801	451.456950117	49.9545870393
EF-hand_6	0.00172810337972	0.911555160547	1.0	1.0	0.677419354839	0.0	0.0	0.0	0.0	0.00268221111037	0.961998454058	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.293462604284	0.203572354582	1.0	1.0	0.8	0.2	0.2	0.2	0.2	0.00550065655261	0.971134744141	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0228403098881	0.960048828374	1.0	1.0	1.0	0.2	0.0	0.0	0.0	31.0	0.878956327382	0.00056779592896	-0.417725388846	11.3225806452	0.0645161290323	371.573758608	54.2753565406
Ephrin_lbd	0.00280072190799	0.773312701989	0.747191011236	0.398876404494	0.11797752809	0.0	0.0	0.0	0.0	0.000143341312651	0.983548415357	0.376404494382	0.0224719101124	0.0	0.0	0.0	0.0	0.0	0.0347512066364	0.686084486993	0.943820224719	0.460674157303	0.162921348315	0.0168539325843	0.0	0.0	0.0	0.00530025549233	0.82281038988	0.544943820225	0.11797752809	0.0168539325843	0.0	0.0	0.0	0.0	0.0412393957376	0.889820553248	0.848314606742	0.578651685393	0.303370786517	0.0224719101124	0.00561797752809	0.0	0.0	178.0	0.860297537419	8.62307729812e-05	-0.362848294028	1.52247191011	0.0	1010.05180166	54.7108269539
Ets	0.824181139469	0.765334823519	1.0	1.0	1.0	0.444444444444	0.407407407407	0.37037037037	0.308641975309	0.00175618787762	0.898996021935	0.962962962963	0.753086419753	0.41975308642	0.0	0.0	0.0	0.0	0.000932807568461	0.903085211931	0.493827160494	0.111111111111	0.0123456790123	0.0	0.0	0.0	0.0	0.0123064769432	0.958037130714	1.0	1.0	0.79012345679	0.0	0.0	0.0	0.0	0.00491809565574	0.932928394436	0.679012345679	0.333333333333	0.0617283950617	0.0	0.0	0.0	0.0	81.0	0.941307873327	1.19281896197e-05	-0.766595714488	5.82716049383	0.0	419.285183411	62.6515644955
Exo_endo_phos	0.000378822209314	0.89662664301	0.496644295302	0.127516778523	0.0268456375839	0.0	0.0	0.0	0.0	0.00424184091389	0.922276575074	1.0	1.0	0.594339622642	0.0	0.0	0.0	0.0	0.12167647481	0.399056706708	0.643617021277	0.223404255319	0.0797872340426	0.0106382978723	0.0106382978723	0.00531914893617	0.0	0.0735776424408	0.838548905038	1.0	0.990566037736	0.382075471698	0.0471698113208	0.0235849056604	0.00943396226415	0.00471698113208	0.423454999924	0.585755379979	0.651933701657	0.370165745856	0.149171270718	0.0552486187845	0.0386740331492	0.0331491712707	0.0220994475138	212.0	0.816377666925	0.000397138802762	-0.245422707923	1.83962264151	0.0	574.809976723	49.7426885445
F420_oxidored	0.000149408966536	0.910436339265	0.412371134021	0.123711340206	0.0	0.0	0.0	0.0	0.0	0.00224814773537	0.873184890021	0.907216494845	0.587628865979	0.288659793814	0.0	0.0	0.0	0.0	0.0402960255742	0.829631428418	1.0	0.957446808511	0.723404255319	0.0106382978723	0.0	0.0	0.0	0.000658874807414	0.868722610154	0.247422680412	0.020618556701	0.0	0.0	0.0	0.0	0.0	0.32534891367	0.674235382628	1.0	0.9	0.7	0.275	0.2	0.125	0.075	97.0	0.830507245256	0.000230036534927	0.315612048318	1.01030927835	0.0	386.693743027	43.0975303477
F5_F8_type_C	0.000240279478021	0.933178387198	0.700787401575	0.291338582677	0.0157480314961	0.0	0.0	0.0	0.0	0.000306600355543	0.978821816057	0.92125984252	0.110236220472	0.00787401574803	0.0	0.0	0.0	0.0	0.00466448720545	0.890554794851	0.883495145631	0.339805825243	0.126213592233	0.0	0.0	0.0	0.0	0.00677480269223	0.818556867713	0.686440677966	0.296610169492	0.0593220338983	0.0	0.0	0.0	0.0	0.0242415592074	0.866981282423	0.831683168317	0.425742574257	0.247524752475	0.019801980198	0.0	0.0	0.0	127.0	0.856860670332	4.36441634237e-05	-0.501749987767	3.26771653543	0.0314960629921	1053.9811798	51.7002271673
FCH	0.00145325309131	0.862622825423	0.910256410256	0.666666666667	0.269230769231	0.0	0.0	0.0	0.0	0.0109115252271	0.780873882673	1.0	0.884615384615	0.653846153846	0.0641025641026	0.0384615384615	0.0	0.0	0.00460565090179	0.83726085477	0.858974358974	0.192307692308	0.025641025641	0.0	0.0	0.0	0.0	0.0112694259733	0.79565900808	0.820512820513	0.410256410256	0.102564102564	0.0	0.0	0.0	0.0	0.0263275746256	0.916223638537	0.987179487179	0.807692307692	0.333333333333	0.025641025641	0.0	0.0	0.0	78.0	0.912875296819	3.03817855439e-05	-0.767329054889	3.02564102564	0.0	677.399051132	61.2344333732
FERM_M	0.00118035112973	0.906791579658	0.898305084746	0.508474576271	0.135593220339	0.0	0.0	0.0	0.0	0.000318970269291	0.977299276035	0.974576271186	0.262711864407	0.00847457627119	0.0	0.0	0.0	0.0	0.000602141430136	0.945786859575	0.296610169492	0.0423728813559	0.0	0.0	0.0	0.0	0.0	0.0335453264415	0.667339650032	0.765217391304	0.35652173913	0.095652173913	0.0347826086957	0.00869565217391	0.0	0.0	0.0503309071064	0.838798986829	0.813559322034	0.491525423729	0.127118644068	0.0169491525424	0.00847457627119	0.0	0.0	118.0	0.895441770699	0.000231989960844	-0.424047937492	5.10169491525	-0.0169491525424	1151.53210371	56.6221916168
FG-GAP	0.00763368047774	0.644407851586	0.972972972973	0.783783783784	0.378378378378	0.0	0.0	0.0	0.0	0.000185715951375	0.979012157679	0.972972972973	0.108108108108	0.0	0.0	0.0	0.0	0.0	0.588294327259	0.450852495646	0.9375	0.8125	0.625	0.25	0.1875	0.1875	0.1875	0.00533836474642	0.811127854695	0.837837837838	0.513513513514	0.216216216216	0.0	0.0	0.0	0.0	0.0838285833597	0.809761255259	1.0	0.918918918919	0.540540540541	0.189189189189	0.0810810810811	0.027027027027	0.0	37.0	0.77900706706	0.000227765946258	0.222190905727	1.54054054054	0.0	1088.4728943	36.0081996255
FGF	0.00952664669603	0.726766002062	0.928	0.64	0.32	0.0	0.0	0.0	0.0	0.00178790872451	0.948822167501	1.0	0.92	0.48	0.0	0.0	0.0	0.0	0.00523935351521	0.893698162678	0.867924528302	0.471698113208	0.122641509434	0.0	0.0	0.0	0.0	0.0026305927895	0.904827711152	0.88	0.312	0.032	0.0	0.0	0.0	0.0	0.0488123595715	0.897541923367	0.979166666667	0.802083333333	0.416666666667	0.03125	0.0104166666667	0.0	0.0	125.0	0.903250292482	1.93353393872e-05	-0.573365693254	3.296	0.096	217.500728128	57.281830451
FHA	0.000945105624851	0.894138568822	0.855072463768	0.579710144928	0.188405797101	0.0	0.0	0.0	0.0	0.00114044069778	0.903576806112	0.942028985507	0.608695652174	0.31884057971	0.0	0.0	0.0	0.0	0.196384593844	0.54605068185	1.0	0.971014492754	0.623188405797	0.0289855072464	0.0289855072464	0.0144927536232	0.0144927536232	0.00113739038352	0.902845312201	0.709090909091	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0894717127085	0.780452061709	0.884057971014	0.68115942029	0.391304347826	0.101449275362	0.0579710144928	0.0144927536232	0.0144927536232	69.0	0.862842806039	2.45235235765e-05	-0.248332683014	3.57971014493	0.0507246376812	1183.07663698	52.8180186884
FKBP_C	0.000737893918995	0.873487075204	0.755319148936	0.329787234043	0.148936170213	0.0	0.0	0.0	0.0	0.0013097472256	0.959952176725	1.0	1.0	0.127659574468	0.0	0.0	0.0	0.0	0.0139297833666	0.810208590073	0.93023255814	0.488372093023	0.151162790698	0.0	0.0	0.0	0.0	0.0441032350063	0.900094515479	1.0	1.0	0.785714285714	0.0952380952381	0.0357142857143	0.0119047619048	0.0	0.021669799462	0.821174140097	0.690909090909	0.436363636364	0.2	0.0181818181818	0.0	0.0	0.0	94.0	0.871884242584	4.70724124444e-05	-0.200211624638	2.58510638298	0.063829787234	419.441863694	53.0726595795
FYVE	0.241081938148	0.368462841843	0.926470588235	0.808823529412	0.455882352941	0.0588235294118	0.0441176470588	0.0294117647059	0.0294117647059	0.000760147813708	0.908164464412	0.882352941176	0.323529411765	0.147058823529	0.0	0.0	0.0	0.0	0.852118492126	0.61298324952	1.0	1.0	0.984375	0.203125	0.15625	0.15625	0.15625	0.00878230854869	0.855403051094	0.941176470588	0.588235294118	0.235294117647	0.0	0.0	0.0	0.0	0.00965302903205	0.905241971412	0.754385964912	0.508771929825	0.175438596491	0.0	0.0	0.0	0.0	68.0	0.902287998177	1.94795119392e-05	-0.453796845805	4.92647058824	0.0294117647059	1032.11892266	61.3756938556
Fibrinogen_C	0.00013542274246	0.927733688505	0.289592760181	0.0723981900452	0.0	0.0	0.0	0.0	0.0	0.000220575442654	0.997747057527	1.0	0.0769230769231	0.0	0.0	0.0	0.0	0.0	0.212620407343	0.492900320663	0.880952380952	0.538095238095	0.242857142857	0.0142857142857	0.00952380952381	0.00952380952381	0.0047619047619	0.185085371137	0.869412805929	1.0	1.0	0.75799086758	0.0913242009132	0.027397260274	0.00913242009132	0.00456621004566	0.0595696531236	0.826990160106	0.760638297872	0.510638297872	0.287234042553	0.0691489361702	0.0265957446809	0.00531914893617	0.0	221.0	0.784499152831	0.0003857272156	-0.692505428654	2.49773755656	0.0	736.603129485	50.6276491968
Filamin	0.00661615421996	0.933186610869	1.0	1.0	0.990291262136	0.0	0.0	0.0	0.0	0.000189119426068	0.953057442994	0.116504854369	0.0291262135922	0.0	0.0	0.0	0.0	0.0	0.0331502221525	0.433690511666	0.339805825243	0.155339805825	0.0679611650485	0.00970873786408	0.0	0.0	0.0	0.0145034985617	0.961876700871	1.0	1.0	0.83950617284	0.037037037037	0.0	0.0	0.0	0.012619570829	0.875332705808	0.466019417476	0.165048543689	0.0582524271845	0.0	0.0	0.0	0.0	103.0	0.798727251429	0.000217342892591	-0.32049573608	6.46601941748	0.0776699029126	2404.99162595	53.6467257451
Forkhead	0.150918081403	0.674080448216	1.0	1.0	0.930555555556	0.166666666667	0.111111111111	0.0694444444444	0.0416666666667	0.00336983171292	0.943854024972	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0789691954851	0.703358986635	1.0	0.96511627907	0.697674418605	0.0232558139535	0.0232558139535	0.0	0.0	0.0157970711589	0.875984001934	1.0	0.883720930233	0.337209302326	0.046511627907	0.0	0.0	0.0	0.159391090274	0.917127801416	1.0	1.0	1.0	0.476744186047	0.267441860465	0.139534883721	0.0697674418605	86.0	0.918745680044	0.000135934108933	-0.567867090458	6.8023255814	0.046511627907	474.719210616	55.4782213329
Frizzled	0.081682048738	0.456167735917	0.654320987654	0.382716049383	0.194444444444	0.00925925925926	0.00617283950617	0.00617283950617	0.0	0.00240621133707	0.940952955631	1.0	0.734567901235	0.175925925926	0.0	0.0	0.0	0.0	0.0602476783097	0.617844194414	0.783950617284	0.253086419753	0.0648148148148	0.00617283950617	0.00308641975309	0.0	0.0	0.00470537925139	0.980316387059	1.0	0.858024691358	0.033950617284	0.0	0.0	0.0	0.0	0.0244860928506	0.88633592676	0.513422818792	0.244966442953	0.0570469798658	0.00671140939597	0.0	0.0	0.0	324.0	0.914705692618	0.000143669253523	0.546726613578	0.907407407407	0.00617283950617	631.195617328	48.1021738438
Fz	0.000505092204548	0.949864137424	0.972972972973	0.522522522523	0.0720720720721	0.0	0.0	0.0	0.0	0.000478088972159	0.999093498956	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.577295720577	0.45368909272	1.0	0.945945945946	0.351351351351	0.0630630630631	0.0630630630631	0.0540540540541	0.0540540540541	0.00392779009417	0.912330086185	0.891891891892	0.306306306306	0.027027027027	0.0	0.0	0.0	0.0	0.0306060649455	0.929597989433	1.0	0.952380952381	0.628571428571	0.0666666666667	0.0	0.0	0.0	111.0	0.884407959949	0.00033084497381	-0.159723911757	1.96396396396	0.018018018018	679.204521165	56.2466597598
GAF	0.000315063603921	0.96361592032	1.0	0.676691729323	0.112781954887	0.0	0.0	0.0	0.0	0.00139520061202	0.906080671058	0.721804511278	0.255639097744	0.0601503759398	0.0	0.0	0.0	0.0	0.00243640458211	0.7443101886	0.0975609756098	0.0325203252033	0.0162601626016	0.0	0.0	0.0	0.0	0.0154597070068	0.950870074968	1.0	0.992481203008	0.631578947368	0.00751879699248	0.0	0.0	0.0	0.00557384034619	0.886646228289	0.411764705882	0.117647058824	0.0294117647059	0.0	0.0	0.0	0.0	133.0	0.888114426718	0.000261932634289	-0.0377596714063	1.27067669173	0.0451127819549	871.30531123	48.3007010533
GATA	0.113508947194	0.867018781945	1.0	1.0	1.0	0.424242424242	0.212121212121	0.0909090909091	0.030303030303	0.0161556918174	0.825020691222	1.0	1.0	1.0	0.166666666667	0.0833333333333	0.0	0.0	0.997045457363	0.403853657334	0.828571428571	0.6	0.428571428571	0.114285714286	0.114285714286	0.114285714286	0.114285714286	0.0104228919372	0.968584890052	1.0	1.0	0.944444444444	0.0	0.0	0.0	0.0	0.0120586408302	0.889572361335	0.833333333333	0.527777777778	0.138888888889	0.0	0.0	0.0	0.0	36.0	0.9299625	2.58887916667e-06	-0.554861111111	2.13888888889	0.0	601.180555556	54.5727777778
GST_C	0.000912786752451	0.955046496614	1.0	0.935483870968	0.440860215054	0.0	0.0	0.0	0.0	0.000380942394258	0.923721504272	0.559139784946	0.182795698925	0.0215053763441	0.0	0.0	0.0	0.0	0.000362918246537	0.867930095352	0.0853658536585	0.0365853658537	0.0	0.0	0.0	0.0	0.0	0.0205799993128	0.910913992154	1.0	1.0	0.612903225806	0.0430107526882	0.0	0.0	0.0	0.0233036521822	0.745513574442	0.606060606061	0.30303030303	0.181818181818	0.030303030303	0.0	0.0	0.0	93.0	0.637048631911	0.00100175855596	-0.104214731167	2.37634408602	0.0645161290323	335.609670028	50.9916707566
GST_C_2	0.0014298100723	0.867079121051	0.898550724638	0.536231884058	0.101449275362	0.0	0.0	0.0	0.0	0.0011632561218	0.993420698672	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0101334676147	0.869042500106	1.0	0.741935483871	0.177419354839	0.0	0.0	0.0	0.0	0.00206383131444	0.921278616681	0.971014492754	0.289855072464	0.0289855072464	0.0	0.0	0.0	0.0	0.0876037180424	0.870747057546	1.0	1.0	0.756097560976	0.0731707317073	0.0243902439024	0.0243902439024	0.0243902439024	69.0	0.766358488613	0.000641733176743	-0.287398205659	1.85507246377	0.0289855072464	282.261870255	51.6027984817
GST_N	0.000540336186532	0.90409624436	0.907894736842	0.552631578947	0.157894736842	0.0	0.0	0.0	0.0	0.000550243072212	0.944450688832	0.973684210526	0.381578947368	0.0789473684211	0.0	0.0	0.0	0.0	0.00503279361874	0.876189227638	0.918032786885	0.639344262295	0.377049180328	0.0	0.0	0.0	0.0	0.00589898834005	0.893628655814	0.947368421053	0.460526315789	0.0394736842105	0.0	0.0	0.0	0.0	0.0213149227202	0.82818342351	0.954545454545	0.545454545455	0.409090909091	0.0454545454545	0.0	0.0	0.0	76.0	0.76892509934	0.000365470054055	-0.236319002635	2.42105263158	0.0	249.613746707	48.2035160015
GTP_EFTU_D2	0.00132658821531	0.905759093218	0.985074626866	0.820895522388	0.34328358209	0.0	0.0	0.0	0.0	0.00287657487206	0.916450308338	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0066276723519	0.852605783771	0.972972972973	0.472972972973	0.135135135135	0.0	0.0	0.0	0.0	0.00281341257505	0.849505708735	0.756756756757	0.22972972973	0.0675675675676	0.0	0.0	0.0	0.0	0.0185741987079	0.871179527377	0.918367346939	0.591836734694	0.285714285714	0.0	0.0	0.0	0.0	74.0	0.924396601765	9.78648001417e-06	0.119029058956	1.72972972973	0.0	697.952902656	50.3319620764
Gal-bind_lectin	0.000975874718279	0.907953516792	0.962686567164	0.559701492537	0.149253731343	0.0	0.0	0.0	0.0	0.000644284649752	0.998489320056	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.00361401238479	0.953034068768	1.0	0.769230769231	0.17094017094	0.0	0.0	0.0	0.0	0.0456262491643	0.747918566924	0.932835820896	0.470149253731	0.141791044776	0.0149253731343	0.00746268656716	0.00746268656716	0.0	0.0410491712391	0.872160814036	1.0	0.855421686747	0.33734939759	0.0481927710843	0.0240963855422	0.0	0.0	134.0	0.507095569267	0.000879897164833	-0.177007292647	2.15671641791	0.0	255.021793162	50.1725226185
Gelsolin	0.000691710272804	0.961731755855	1.0	0.986842105263	0.486842105263	0.0	0.0	0.0	0.0	0.00019379123114	0.964269887189	0.486842105263	0.0394736842105	0.0	0.0	0.0	0.0	0.0	0.0140459453687	0.335476229523	0.234042553191	0.063829787234	0.0212765957447	0.0	0.0	0.0	0.0	0.00736120436341	0.941229823394	1.0	0.971428571429	0.385714285714	0.0	0.0	0.0	0.0	0.00948815513402	0.897499261876	0.657894736842	0.328947368421	0.105263157895	0.0	0.0	0.0	0.0	76.0	0.803928198404	0.000241488455597	-0.298466029512	4.35526315789	0.0263157894737	908.464743366	51.8184558955
Gla	0.0089841587469	0.803189073213	1.0	1.0	0.756097560976	0.0	0.0	0.0	0.0	0.00114244245924	0.975096245292	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.281058728695	0.55377234905	1.0	1.0	0.794871794872	0.153846153846	0.128205128205	0.102564102564	0.0769230769231	0.00345277180895	0.878071050026	0.975609756098	0.536585365854	0.121951219512	0.0	0.0	0.0	0.0	0.0513190478086	0.938081925095	1.0	1.0	1.0	0.463414634146	0.219512195122	0.0	0.0	41.0	0.778961225766	1.30616360225e-05	-0.980300187617	1.60975609756	0.0487804878049	419.307692308	68.347467167
Globin	0.0884344652295	0.666268143148	1.0	0.963636363636	0.718181818182	0.0272727272727	0.00909090909091	0.00909090909091	0.0	0.000653327500913	0.98803128506	1.0	1.0	0.263636363636	0.0	0.0	0.0	0.0	0.307287484407	0.157679878023	0.970149253731	0.477611940299	0.089552238806	0.0149253731343	0.0149253731343	0.0149253731343	0.0149253731343	0.0318139642477	0.952023661686	1.0	1.0	0.981818181818	0.136363636364	0.0363636363636	0.0	0.0	0.0435418002307	0.801358675446	0.945945945946	0.567567567568	0.324324324324	0.027027027027	0.027027027027	0.0	0.0	110.0	0.617744405594	6.54357157246e-05	-0.132346542347	1.36363636364	0.131818181818	149.942715618	52.2176282051
Glyco_hydro_31	0.000308530958137	0.966369085787	0.942528735632	0.386206896552	0.0459770114943	0.0	0.0	0.0	0.0	0.000160994517501	0.979079521609	0.114942528736	0.00689655172414	0.0	0.0	0.0	0.0	0.0	0.0269119553268	0.487194708378	0.0717592592593	0.0277777777778	0.0162037037037	0.0	0.0	0.0	0.0	0.0167406760156	0.928029354872	1.0	0.845977011494	0.268965517241	0.00689655172414	0.0	0.0	0.0	0.065720833838	0.75751239546	0.347133757962	0.152866242038	0.0605095541401	0.00636942675159	0.00636942675159	0.0031847133758	0.0	435.0	0.747063809524	0.000139477202082	-0.308231527094	0.84367816092	0.0183908045977	1595.24542875	44.6561630177
Glyco_transf_29	0.00161777017638	0.790959700857	0.391143911439	0.0811808118081	0.0147601476015	0.0	0.0	0.0	0.0	0.000309537106659	0.962142587422	0.494464944649	0.070110701107	0.00738007380074	0.0	0.0	0.0	0.0	0.1025294438	0.762631343827	0.9963099631	0.970479704797	0.69741697417	0.029520295203	0.0147601476015	0.0	0.0	0.00497641321272	0.762240098644	0.335793357934	0.0664206642066	0.0147601476015	0.0	0.0	0.0	0.0	0.349784016609	0.651454167992	0.528225806452	0.354838709677	0.245967741935	0.0766129032258	0.0604838709677	0.0403225806452	0.0201612903226	271.0	0.839515125002	0.000152071591932	-0.299342844699	2.21771217712	0.00738007380074	380.012031426	52.8629101132
Glyco_transf_7C	0.0279964767396	0.693398691679	0.961538461538	0.820512820513	0.628205128205	0.0128205128205	0.0	0.0	0.0	0.00288030854426	0.8734994862	1.0	0.769230769231	0.423076923077	0.0	0.0	0.0	0.0	0.190116405487	0.400311304465	0.973684210526	0.539473684211	0.289473684211	0.0263157894737	0.0263157894737	0.0131578947368	0.0131578947368	0.00644225534052	0.835072293299	0.820512820513	0.461538461538	0.179487179487	0.0	0.0	0.0	0.0	0.145680487156	0.733543787934	0.950819672131	0.688524590164	0.44262295082	0.114754098361	0.0327868852459	0.0327868852459	0.0327868852459	78.0	0.908544525649	0.000545839117885	-0.477777366864	1.91025641026	0.025641025641	572.470836855	51.0799155866
Glycos_transf_2	0.00362094910815	0.756617262057	0.605882352941	0.341176470588	0.105882352941	0.0	0.0	0.0	0.0	0.000141368887853	0.984024027775	0.458823529412	0.0117647058824	0.0	0.0	0.0	0.0	0.0	0.0348788872361	0.681229355463	0.843537414966	0.380952380952	0.156462585034	0.00680272108844	0.0	0.0	0.0	0.00219421088696	0.836460481017	0.452941176471	0.105882352941	0.00588235294118	0.0	0.0	0.0	0.0	0.792420744896	0.461099172083	0.815789473684	0.526315789474	0.263157894737	0.0921052631579	0.0921052631579	0.0657894736842	0.0657894736842	170.0	0.856677371536	0.000308497399514	-0.102374631285	3.54117647059	0.0235294117647	567.547190973	49.6359671204
Guanylate_cyc	0.00390907283872	0.866966772754	0.918032786885	0.677595628415	0.224043715847	0.0	0.0	0.0	0.0	0.000683429068886	0.995106785654	1.0	1.0	0.295081967213	0.0	0.0	0.0	0.0	0.0701201409101	0.756180350545	1.0	0.779874213836	0.427672955975	0.0062893081761	0.0062893081761	0.0	0.0	0.0169690996408	0.781461843359	0.737704918033	0.311475409836	0.0874316939891	0.0109289617486	0.0	0.0	0.0	0.0491155870259	0.908065483683	0.991071428571	0.857142857143	0.544642857143	0.0357142857143	0.00892857142857	0.0	0.0	183.0	0.881148526384	2.58041305572e-05	0.0134940595733	2.71038251366	0.0	1132.59387274	47.1098821578
HA2	0.00101284612902	0.947427099214	1.0	0.882352941176	0.166666666667	0.0	0.0	0.0	0.0	0.00116261315998	0.865340732154	0.789473684211	0.326315789474	0.126315789474	0.0	0.0	0.0	0.0	0.00271282508038	0.717798389439	0.0980392156863	0.0294117647059	0.00980392156863	0.0	0.0	0.0	0.0	0.063461728394	0.896060451815	1.0	1.0	0.774509803922	0.0588235294118	0.0196078431373	0.00980392156863	0.00980392156863	0.255215317011	0.492074749343	0.56862745098	0.274509803922	0.117647058824	0.0294117647059	0.0196078431373	0.00980392156863	0.00980392156863	102.0	0.875720321244	1.89770300059e-05	-0.00614031233408	1.47058823529	0.0	1059.00163582	51.5470660094
HATPase_c	0.00101264251862	0.917692547475	0.945945945946	0.747747747748	0.306306306306	0.0	0.0	0.0	0.0	0.00203610421158	0.976221454469	1.0	1.0	0.918918918919	0.0	0.0	0.0	0.0	0.00377155561	0.96137149191	1.0	0.840909090909	0.397727272727	0.0	0.0	0.0	0.0	0.0051327473484	0.872612926361	0.882882882883	0.261261261261	0.0540540540541	0.0	0.0	0.0	0.0	0.129803359509	0.717351183051	1.0	0.892857142857	0.714285714286	0.178571428571	0.107142857143	0.107142857143	0.0714285714286	111.0	0.897791500592	5.59780377832e-05	-0.104681954682	1.24324324324	0.0	756.792710893	47.5842001092
HEAT	0.00277391867712	0.881515774578	1.0	1.0	0.806451612903	0.0	0.0	0.0	0.0	0.0283623058349	0.69266514627	1.0	0.935483870968	0.903225806452	0.193548387097	0.0967741935484	0.0967741935484	0.0645161290323	0.000116539224109	0.910957968026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.118944860995	0.707529568731	1.0	1.0	1.0	0.625	0.25	0.25	0.125	0.00917229149491	0.889529362953	0.733333333333	0.366666666667	0.0666666666667	0.0	0.0	0.0	0.0	31.0	0.904087365591	1.63863719758e-05	0.410080645161	3.03225806452	0.0	966.625	41.4880040323
HEAT_EZ	0.000986314029433	0.892300464159	0.963636363636	0.636363636364	0.290909090909	0.0	0.0	0.0	0.0	0.00083180872025	0.994021744231	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.00211747386493	0.946417744145	1.0	0.717391304348	0.130434782609	0.0	0.0	0.0	0.0	0.0105854058638	0.740846948563	0.9	0.6	0.2	0.0	0.0	0.0	0.0	0.0197219848633	0.935814227934	1.0	0.981818181818	0.527272727273	0.0363636363636	0.0	0.0	0.0	55.0	0.877378226627	0.000431575675013	0.251826384142	1.63636363636	0.0	923.116773753	39.6470879471
HLH	0.942877948284	0.755025881746	1.0	1.0	1.0	0.530612244898	0.428571428571	0.408163265306	0.367346938776	0.0612320303917	0.721227265535	1.0	1.0	0.927272727273	0.163636363636	0.0909090909091	0.0545454545455	0.0363636363636	0.0028442197945	0.920469191029	0.963636363636	0.454545454545	0.0727272727273	0.0	0.0	0.0	0.0	0.0151055669412	0.84501562833	0.981818181818	0.709090909091	0.309090909091	0.0181818181818	0.0	0.0	0.0	0.0117910532281	0.940725812795	1.0	0.854545454545	0.345454545455	0.0	0.0	0.0	0.0	55.0	0.918612142044	3.60113353866e-05	-0.665095661066	23.5636363636	0.0727272727273	423.404082044	68.7786399649
HMA	0.000776302244049	0.826022197789	0.612903225806	0.258064516129	0.0483870967742	0.0	0.0	0.0	0.0	0.000408004038036	0.988407784427	1.0	1.0	0.0483870967742	0.0	0.0	0.0	0.0	0.158845871687	0.336102323451	0.962962962963	0.537037037037	0.185185185185	0.037037037037	0.0185185185185	0.0185185185185	0.0185185185185	0.146641179919	0.794032640792	1.0	1.0	0.983870967742	0.161290322581	0.112903225806	0.0967741935484	0.0322580645161	0.122983396053	0.704591152289	0.91935483871	0.629032258065	0.258064516129	0.0645161290323	0.0483870967742	0.0161290322581	0.0161290322581	62.0	0.818112844145	0.000530452298417	0.070947063689	1.25806451613	0.0	1308.75292449	51.380959766
HMG_box	0.969920873642	0.762662470727	1.0	1.0	0.960784313725	0.607843137255	0.470588235294	0.450980392157	0.411764705882	0.0155673353001	0.91253436728	1.0	1.0	1.0	0.130434782609	0.0579710144928	0.0	0.0	0.00335086928681	0.924231571335	0.985507246377	0.550724637681	0.231884057971	0.0	0.0	0.0	0.0	0.0487813539803	0.955882533459	1.0	1.0	1.0	0.536231884058	0.188405797101	0.0289855072464	0.0	0.0109882541001	0.904804676882	0.782608695652	0.275362318841	0.101449275362	0.0	0.0	0.0	0.0	69.0	0.917121395443	1.16457282499e-05	-1.03827735255	12.2753623188	0.0	560.975696362	71.9538919137
